Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Dates,Instructor
B_A,579,MBA Capstone,05,"",3,ARRGT,ARR ARR,Aug 23--Dec 12,M Jordan
B_A,579,MBA Capstone,06,"",3,ARRGT,ARR ARR,Aug 23--Dec 12,""
B_A,579,MBA Capstone,07,10629,2,ARRGT,ARR ARR,Aug 23--Dec 12,M Jordan
B_A,579,MBA Capstone,08,10630,2,ARRGT,ARR ARR,Aug 23--Dec 12,M Jordan
B_A,579,MBA Capstone,09,10631,2,ARRGT,ARR ARR,Aug 23--Dec 12,M Jordan
B_A,579,MBA Capstone,10,10632,2,ARRGT,ARR ARR,Aug 23--Dec 12,M Jordan
B_A,579,MBA Capstone,11,10633,2,ARRGT,ARR ARR,Aug 23--Dec 12,M Jordan
B_A,579,MBA Capstone,12,"",2,ARRGT,ARR ARR,Aug 23--Dec 12,M Jordan
B_A,579,MBA Capstone,13,"",2,ARRGT,ARR ARR,Aug 23--Dec 12,M Jordan
B_A,579,MBA Capstone,14,"",2,ARRGT,ARR ARR,Aug 23--Dec 12,M Jordan
B_A,579,MBA Capstone,15,"",2,ARRGT,ARR ARR,Aug 23--Dec 12,M Jordan
B_A,599,Strategic Planning for Personal and Program Success,01,10995,1,ARRGT,ARR ARR,Aug 23--Sep 26,D Mundell
B_A,599,Strategic Planning for Personal and Program Success,02,10996,1,ARRGT,ARR ARR,Aug 23--Sep 26,D Mundell
B_A,599,Strategic Planning for Personal and Program Success,03,10997,1,ARRGT,ARR ARR,Aug 23--Sep 26,D Mundell
B_A,599,Strategic Planning for Personal and Program Success,04,10998,1,ARRGT,ARR ARR,Aug 23--Sep 26,D Mundell
B_A,599,Strategic Planning for Personal and Program Success,05,10999,1,ARRGT,ARR ARR,Aug 23--Sep 26,D Mundell
B_A,599,Strategic Planning for Personal and Program Success,08,11002,1,ARRGT,ARR ARR,Oct 04--Nov 07,D Mundell
B_A,599,Strategic Planning for Personal and Program Success,12,11006,1,ARRGT,ARR ARR,Nov 08--Dec 12,D Mundell
B_A,599,Strategic Planning for Personal and Program Success,15,"",1,ARRGT,ARR ARR,Aug 23--Dec 12,R Liu
B_A,599,Strategic Planning for Personal and Program Success,16,"",1,ARRGT,ARR ARR,Aug 23--Dec 12,R Liu
B_A,600,"Beyond the MBA: Applications of Principles, Theory, and Practice",01,"",1,ARRGT,ARR ARR,Nov 08--Dec 12,R Moser
B_A,600,"Beyond the MBA: Applications of Principles, Theory, and Practice",02,"",1,ARRGT,ARR ARR,Nov 08--Dec 12,R Moser
B_A,600,"Beyond the MBA: Applications of Principles, Theory, and Practice",03,"",1,ARRGT,ARR ARR,Nov 08--Dec 12,""
B_A,600,"Beyond the MBA: Applications of Principles, Theory, and Practice",04,"",1,ARRGT,ARR ARR,Nov 08--Dec 12,""
B_A,600,"Beyond the MBA: Applications of Principles, Theory, and Practice",05,17320,1,ARRGT,ARR ARR,Aug 23--Oct 10,J Rose
B_A,600,"Beyond the MBA: Applications of Principles, Theory, and Practice",06,17321,1,ARRGT,ARR ARR,Aug 23--Oct 10,J Rose
B_A,600,"Beyond the MBA: Applications of Principles, Theory, and Practice",11,17355,1,ARRGT,ARR ARR,Oct 18--Dec 12,G Mader
B_A,600,"Beyond the MBA: Applications of Principles, Theory, and Practice",12,17356,1,ARRGT,ARR ARR,Oct 18--Dec 12,G Mader
B_A,600,"Beyond the MBA: Applications of Principles, Theory, and Practice",13,17357,1,ARRGT,ARR ARR,Oct 18--Dec 12,G Mader
B_LAW,210,Law and the Legal Environment of Business,01,10418,3,ARRGT,ARR ARR,Aug 23--Oct 10,S Bergstedt
B_LAW,210,Law and the Legal Environment of Business,02,10648,3,ARRGT,ARR ARR,Aug 23--Oct 10,S Bergstedt
B_LAW,210,Law and the Legal Environment of Business,04,"",3,ARRGT,ARR ARR,Jul 05--Sep 17,S Bergstedt
B_LAW,210,Law and the Legal Environment of Business,05,"",3,ARRGT,ARR ARR,Oct 04--Dec 17,S Bergstedt
BIOLOGY,102,[BSCI] General Biology,01,10274,4,ARRGT,ARR ARR,Aug 23--Dec 10,L Cook
BIOLOGY,102,[BSCI] General Biology,01 Lab,10275,0,ARRGT,ARR ARR,Aug 23--Dec 10,L Cook
BIOLOGY,105,General Biology Laboratory,01,10276,1,ARRGT,ARR ARR,Aug 23--Dec 10,L Cook
BIOLOGY,140,[BSCI] Introduction to Nutritional Science,01,10277,3,ARRGT,ARR ARR,Aug 23--Dec 10,L Cook
BIOLOGY,220,Medical Terminology,01,10417,2,ARRGT,ARR ARR,Aug 23--Dec 10,G Gakhar
BIOLOGY,301,General Genetics,01,10223,4,ARRGT,ARR ARR,Aug 23--Dec 10,N Mccabe
BIOLOGY,354,Human Anatomy for Health Occupations,01,17706,4,ARRGT,ARR ARR,Aug 23--Dec 10,K Biggs
BIOLOGY,354,Human Anatomy for Health Occupations,01 Lab,17711,0,ARRGT,ARR ARR,Aug 23--Dec 10,K Biggs
BIOLOGY,393,[M] Professional Communications in Biology,01,10453,2,ARRGT,ARR ARR,Aug 23--Dec 10,N Ankrah
BIOLOGY,401,[CAPS] Plants and People,01,11115,3,ARRGT,ARR ARR,Aug 23--Dec 10,D Thomas
CAS,311,[SSCI] [M] Special Topics in Social Sciences: Cross-disciplinary Studies,01,17923,3,ARRGT,ARR ARR,Aug 23--Dec 10,A Whelchel
CAS,400,End-of-Program Evaluation Portfolio,01,10326,1,ARRGT,ARR ARR,Aug 23--Dec 10,A Rocha
CE,508,Concrete Durability,01,10819,3,ARRGT,ARR ARR,Aug 23--Dec 10,X Shi
CE,572,Advanced Pavement Design and Analysis,01,17796,3,ARRGT,ARR ARR,Aug 23--Dec 10,H Wen
CES,271,[HUM] Native Music of North America,01,10460,3,ARRGT,ARR ARR,Aug 23--Dec 10,M Parkhurst
CHEM,101,[PSCI] Introduction to Chemistry,01,11145,4,ARRGT,ARR ARR,Aug 23--Dec 10,E Silva Lopez
CHEM,101,[PSCI] Introduction to Chemistry,01 Lab,11146,0,ARRGT,ARR ARR,Aug 23--Dec 10,E Silva Lopez
CHEM,103,Concepts in Chemistry,01,10960,4,ARRGT,ARR ARR,Aug 23--Dec 10,D Storfer
CHEM,103,Concepts in Chemistry,01 Lab,11135,0,ARRGT,ARR ARR,Aug 23--Dec 10,""
COM,101,[SSCI] Media and Society,01,10679,3,ARRGT,ARR ARR,Aug 23--Dec 10,R Taflinger
COM,101,[SSCI] Media and Society,04,10825,3,ARRGT,ARR ARR,Dec 18--Jan 09,R Taflinger
COM,102,[COMM] Public Speaking in the Digital Age,01,10311,3,ARRGT,ARR ARR,Aug 23--Dec 10,I Haider
COM,102,[COMM] Public Speaking in the Digital Age,02,10496,3,ARRGT,ARR ARR,Aug 23--Dec 10,I Haider
COM,102,[COMM] Public Speaking in the Digital Age,03,10723,3,ARRGT,ARR ARR,Aug 23--Dec 10,I Haider
COM,102,[COMM] Public Speaking in the Digital Age,04,12217,3,ARRGT,ARR ARR,Aug 23--Dec 10,I Haider
COM,102,[COMM] Public Speaking in the Digital Age,07,11017,3,ARRGT,ARR ARR,Dec 18--Jan 09,M Kistler
COM,102,[COMM] Public Speaking in the Digital Age,08,18761,3,ARRGT,ARR ARR,Dec 18--Jan 09,L Tsui
COM,105,[HUM] Communication in Global Contexts,01,10499,3,ARRGT,ARR ARR,Aug 23--Dec 10,J Peterson
COM,105,[HUM] Communication in Global Contexts,02,11150,3,ARRGT,ARR ARR,Aug 23--Dec 10,R Risenmay
COM,105,[HUM] Communication in Global Contexts,03,10826,3,ARRGT,ARR ARR,Dec 18--Jan 09,C Curtis
COM,138,Introduction to Communication,01,10682,3,ARRGT,ARR ARR,Aug 23--Dec 10,T Simmons
COM,210,[COMM] Multimedia Content Creation,01,10312,3,ARRGT,ARR ARR,Aug 23--Dec 10,B Pingel
COM,300,[M] Writing in Communication,01,10848,3,ARRGT,ARR ARR,Aug 23--Dec 10,M Mclaughlin
COM,300,[M] Writing in Communication,04,11151,3,ARRGT,ARR ARR,Aug 23--Dec 10,L Cuen Paxson
COM,309,Quantitative Research Methods,01,10754,3,ARRGT,ARR ARR,Aug 23--Dec 10,W Peng
COM,464,Gender and the Media,01,10426,3,ARRGT,ARR ARR,Aug 23--Dec 10,S Kang
COM,475,Communication Seminar,01,10835,3,ARRGT,ARR ARR,Aug 23--Dec 10,M Loveless
COM,475,Communication Seminar,02,10836,3,ARRGT,ARR ARR,Aug 23--Dec 10,M Marcelo
COM,479,Youth and the Media,01,10313,3,ARRGT,ARR ARR,Aug 23--Dec 10,L Tsui
COM,561,Multimedia Content Creation,01,10314,3,ARRGT,ARR ARR,Aug 23--Dec 10,J Jameson
COM,562,Crisis Communication in Global Contexts,01,10315,3,ARRGT,ARR ARR,Aug 23--Dec 10,E Tomson
COM,563,Ethics for Professionals,01,10429,3,ARRGT,ARR ARR,Aug 23--Dec 10,E Hindman
COM,564,Research Methods for Professionals,01,10430,3,ARRGT,ARR ARR,Aug 23--Dec 10,P Borah
COMHLTH,571,Communicating Health in Practice,01,10972,3,ARRGT,ARR ARR,Aug 23--Dec 10,J Willoughby
COMHLTH,572,Communicating Health to Specialized Populations,01,11127,3,ARRGT,ARR ARR,Aug 23--Dec 10,C Thomas
COMJOUR,333,[M] Reporting Across Platforms,01,10756,3,ARRGT,ARR ARR,Aug 23--Dec 10,L Cuen Paxson
COMJOUR,333,[M] Reporting Across Platforms,02,10757,3,ARRGT,ARR ARR,Aug 23--Dec 10,L Cuen Paxson
COMSOC,301,Foundations of Persuasion,01,10687,3,ARRGT,ARR ARR,Aug 23--Dec 10,R Richardson
COMSOC,421,[CAPS] Intercultural Communication and Globalization,01,10971,3,ARRGT,ARR ARR,Aug 23--Dec 10,G Bedoyan
COMSTRAT,310,Digital Content Promotion,01,10758,3,ARRGT,ARR ARR,Aug 23--Dec 10,M Galey
COMSTRAT,310,Digital Content Promotion,02,11191,3,ARRGT,ARR ARR,Aug 23--Dec 10,B Atwood
COMSTRAT,312,Principles of Public Relations,01,10681,3,ARRGT,ARR ARR,Aug 23--Dec 10,J Willoughby
COMSTRAT,380,Advertising Principles and Practices,01,10847,3,ARRGT,ARR ARR,Aug 23--Dec 10,M Schotzko
COMSTRAT,383,[M] Media Strategies and Techniques for Public Relations,01,10759,3,ARRGT,ARR ARR,Aug 23--Dec 10,B Atwood
COMSTRAT,383,[M] Media Strategies and Techniques for Public Relations,09,12280,3,ARRGT,ARR ARR,Aug 23--Dec 10,L Cuen Paxson
COMSTRAT,395,Introduction to Integrated Strategic Communication and Management,01,17891,3,ARRGT,ARR ARR,Aug 23--Dec 10,J Barnes
COMSTRAT,475,Strategic Communication Seminar in Public Relations,02,17648,3,ARRGT,ARR ARR,Aug 23--Dec 10,L Waananen Jones
COMSTRAT,476,Consumer Insights and Branding,01,10833,3,ARRGT,ARR ARR,Aug 23--Dec 10,J Jameson
COMSTRAT,485,[M] Public Relations Management and Campaigns,01,10810,3,ARRGT,ARR ARR,Aug 23--Dec 10,C Hawkins-Jedlicka
COMSTRAT,485,[M] Public Relations Management and Campaigns,02,12205,3,ARRGT,ARR ARR,Aug 23--Dec 10,T Gillig
COMSTRAT,495,Strategic Communication Professional Internship,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
COMSTRAT,561,Persuasion for Professional Communicators,01,10428,3,ARRGT,ARR ARR,Aug 23--Dec 10,R Richardson
COMSTRAT,562,Creative Media Strategies and Techniques,01,10316,3,ARRGT,ARR ARR,Aug 23--Dec 10,C Hawkins-Jedlicka
COMSTRAT,563,Professional Digital Content Promotion,01,10317,3,ARRGT,ARR ARR,Aug 23--Dec 10,R Cooney
COMSTRAT,564,Consumer Behavior and Brand Development,01,10318,3,ARRGT,ARR ARR,Aug 23--Dec 10,M Schotzko
COMSTRAT,565,Professional Marketing Communication Management and Campaigns,01,10319,3,ARRGT,ARR ARR,Aug 23--Dec 10,C Thomas
COMSTRAT,701,Master's Independent Capstone Project and /or Examination,01,10551,V,ARRGT,ARR ARR,Aug 23--Dec 10,R Cooney
CPT_S,131,Program Design and Development Java,01,10710,4,ARRGT,ARR ARR,Aug 23--Dec 10,S Badri
CPT_S,131,Program Design and Development Java,01 Lab,10719,0,ARRGT,ARR ARR,Aug 23--Dec 10,S Badri
CPT_S,215,Data Analytics Systems and Algorithms,01,10696,3,ARRGT,ARR ARR,Aug 23--Dec 10,S Badri
CPT_S,302,Professional Skills in Computing and Engineering,01,"",3,"TU,TH13.30-14.45","",Aug 23--Dec 10,J Thompson
CPT_S,315,Introduction to Data Mining,01,10215,3,ARRGT,ARR ARR,Aug 23--Dec 10,A Jillepalli
CPT_S,415,Big Data,01,10722,3,ARRGT,ARR ARR,Aug 23--Dec 10,S Badri
CPT_S,484,Software Requirements,01,10820,3,ARRGT,ARR ARR,Aug 23--Dec 10,B Zeng
CPT_S,515,Advanced Algorithms,01,10506,3,ARRGT,ARR ARR,Aug 23--Dec 10,Z Dang
CPT_S,581,Software Maintenance,01,10750,3,ARRGT,ARR ARR,Aug 23--Dec 10,V Arnaoudova
CRM_J,101,[SSCI] Introduction to the Administration of Criminal Justice,02,10898,3,ARRGT,ARR ARR,Aug 23--Dec 10,L Reddy
CRM_J,101,[SSCI] Introduction to the Administration of Criminal Justice,04,10830,3,ARRGT,ARR ARR,Dec 18--Jan 09,T Kennon
CRM_J,201,Introduction to Criminological Theory,01,10705,3,ARRGT,ARR ARR,Aug 23--Dec 10,E Magana
CRM_J,320,Criminal Law,01,10815,3,ARRGT,ARR ARR,Aug 23--Dec 10,C Hemmens
CRM_J,321,Quantitative Methods for Criminal Justice,01,"",3,ARRGT,ARR ARR,Aug 23--Dec 10,B Solensten
CRM_J,365,Juvenile Justice and Corrections,01,11100,3,ARRGT,ARR ARR,Aug 23--Dec 10,K Runyan
CRM_J,370,Policing and Society,01,10899,3,ARRGT,ARR ARR,Aug 23--Dec 10,J Marsh
CRM_J,380,Criminal Courts in America,01,10814,3,ARRGT,ARR ARR,Aug 23--Dec 10,C Hemmens
CRM_J,403,[CAPS] Violence Toward Women,01,10744,3,ARRGT,ARR ARR,Aug 23--Dec 10,M Stohr
CRM_J,403,[CAPS] Violence Toward Women,02,10831,3,ARRGT,ARR ARR,Dec 18--Jan 09,M Miller
CRM_J,420,[M] Criminal Procedure,01,"",3,ARRGT,ARR ARR,Aug 23--Dec 10,D Brody
CRM_J,450,[M] Senior Seminar: Ethical Issues in Criminal Justice,01,10813,3,ARRGT,ARR ARR,Aug 23--Dec 10,J Snyder
CRM_J,490,Criminal Justice Internship,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,S Keopanapay
CRM_J,499,Special Problems,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
DATA,115,Introduction to Data Analytics,01,10695,3,ARRGT,ARR ARR,Aug 23--Dec 10,H Zhang
DTC,101,[ARTS] Introduction to Digital Technology & Culture,02,12334,3,ARRGT,ARR ARR,Dec 18--Jan 09,J Riddle
DTC,201,[ARTS] Tools and Methods for Digital Technology,01,17587,3,ARRGT,ARR ARR,Aug 23--Dec 10,R Gregory
DTC,354,[ARTS] [M] Digital Storytelling,01,18741,3,ARRGT,ARR ARR,Dec 18--Jan 09,J Sanders
DTC,475,[DIVR] Digital Diversity,01,11103,3,ARRGT,ARR ARR,Aug 23--Dec 10,J Earle
E_A,300,Educ Abroad,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,""
E_A,301,Educ Abroad,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,""
E_E,214,Design of Logic Circuits,01,"",4,"M,W9-10.15","",Aug 23--Dec 10,M Kejariwal
E_E,214,Design of Logic Circuits,01 Lab,"",0,M13-16,"",Aug 23--Dec 10,M Kejariwal
E_E,302,Professional Skills in Computing and Engineering,01,"",3,"TU,TH13.30-14.30","",Aug 23--Dec 10,J Thompson
E_E,311,Electronics,01,"",3,"M,W10.30-11.45","",Aug 23--Dec 10,M Kejariwal
E_E,321,Electrical Circuits II,01,"",3,"TU,TH10.30-11.45","",Aug 23--Dec 10,J Guerrero Sedeno
E_E,331,Electromagnetic Fields and Waves,01,"",3,"TU,TH9-10.15","",Aug 23--Dec 10,J Guerrero Sedeno
E_E,415,Design Project Management,01,"",3,"W,F12.10-13","",Aug 23--Dec 10,M Kejariwal
E_E,415,Design Project Management,01 Lab,"",0,ARRGT,ARR ARR,Aug 23--Dec 10,M Kejariwal
E_E,432,RF Engineering for Telecommunications,01,"",4,"M,W,F10.10-11",WEB ARR,Aug 23--Dec 10,B Belzer
E_E,432,RF Engineering for Telecommunications,01 Lab,"",0,ARRGT,ARR ARR,Aug 23--Dec 10,B Belzer
E_E,464,Digital Signal Processing I,01,"",3,"TU,TH12.05-13.20",WEB ARR,Aug 23--Dec 10,M Torabi Konjin
E_E,489,Introduction to Control Systems,01,"",3,"M,W,F9.10-10",WEB ARR,Aug 23--Dec 10,A Saberi
E_E,491,Performance of Power Systems,01,10956,3,"TU,TH9.10-10.25","",Aug 23--Dec 10,M Venkatasubramanian
E_E,491,Performance of Power Systems,02,18503,3,ARRGT,ARR ARR,Aug 23--Dec 10,M Venkatasubramanian
E_E,492,Renewable Energy Sources,01,"",3,"M,W,F14.10-15","",Aug 23--Dec 10,J Guerrero Sedeno
E_E,492,Renewable Energy Sources,02,17719,3,ARRGT,ARR ARR,Aug 23--Dec 10,J Guerrero Sedeno
E_E,492,Renewable Energy Sources,01 Lab,"",0,ARRGT,ARR ARR,Aug 23--Dec 10,J Guerrero Sedeno
E_E,492,Renewable Energy Sources,02 Lab,17734,0,ARRGT,ARR ARR,Aug 23--Dec 10,J Guerrero Sedeno
E_E,493,Protection of Power Systems I,01,10423,3,"TU,TH16.20-17.35","",Aug 23--Dec 10,S Lotfifard
E_E,499,Special Problems,01,"",V,ARRGT,ARR ARR,Aug 23--Dec 10,M Kejariwal
E_E,526,High Voltage Overhead Transmission Lines,01,10425,3,ARRGT,ARR ARR,Aug 23--Dec 10,R Olsen
E_E,701,Master's Independent Capstone Project and /or Examination,01,10726,V,ARRGT,ARR ARR,Aug 23--Dec 10,(multiple)
E_M,430,Applications of Constraints Management,01,"",3,TH18.15-20.45,"",Aug 23--Dec 10,L Scheinkopf
E_M,460,Integrated Supply Chain Management,01,"",3,TU18.15-20.45,WEB ARR,Aug 23--Dec 10,L Magpili
E_M,470,"Systems Improvement: Integrating TOC, Lean, and Six Sigma",01,"",3,W18.15-20.45,"",Aug 23--Dec 10,D Paulus
E_M,485,Design of Experiments,01,"",3,M18.15-20.45,WEB ARR,Aug 23--Dec 10,D Paulus
E_M,508,Legal Concepts for Engineering and Technical Managers,01,10283,3,TU17.15-19.45,"",Aug 23--Dec 10,R Crick
E_M,522,Leading People and Organizations,01,"",3,TU17.15-19.45,"",Aug 23--Dec 10,K Bachman
